         1464358 function calls (1453385 primitive calls) in 16.138 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       73    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1201(path_stats)
        6    0.000    0.000    0.002    0.000 glob.py:175(_listdir)
      105    0.000    0.000    0.002    0.000 indexes.py:594(_replace)
      146    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:481(cache_from_source)
        6    0.000    0.000    0.002    0.000 managers.py:2121(create_block_manager_from_column_arrays)
  694/693    0.000    0.000    0.002    0.000 {built-in method builtins.all}
      195    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       35    0.000    0.000    0.002    0.000 indexing.py:666(__getitem__)
      411    0.001    0.000    0.002    0.000 indexing.py:338(__init__)
      157    0.000    0.000    0.002    0.000 strings.py:78(decode)
       19    0.000    0.000    0.002    0.000 _compiler.py:509(_compile_info)
        1    0.000    0.000    0.002    0.002 readers.py:1848(_make_engine)
      151    0.000    0.000    0.002    0.000 construction.py:481(ensure_wrapped_if_datetimelike)
        1    0.000    0.000    0.002    0.002 functoolz.py:1(<module>)
    28326    0.002    0.000    0.002    0.000 {built-in method unicodedata.east_asian_width}
       42    0.000    0.000    0.002    0.000 parser.py:446(parse_block_mapping_value)
      117    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:416(__enter__)
        1    0.001    0.001    0.002    0.002 connection.py:1(<module>)
      6/5    0.000    0.000    0.002    0.000 std.py:663(__new__)
        1    0.000    0.000    0.002    0.002 constructor.py:1(<module>)
       70    0.002    0.000    0.002    0.000 dtypes.py:169(result_type)
      103    0.001    0.000    0.002    0.000 glob.py:141(_iterdir)
       80    0.000    0.000    0.002    0.000 pydevd.py:1480(has_user_threads_alive)
       62    0.001    0.000    0.002    0.000 merge.py:196(merge_collected)
        5    0.000    0.000    0.002    0.000 managers.py:1347(insert)
        6    0.000    0.000    0.002    0.000 frame.py:4062(__getitem__)
       50    0.000    0.000    0.002    0.000 cloudpickle.py:1464(dumps)
        1    0.000    0.000    0.002    0.002 series.py:607(_init_dict)
        5    0.000    0.000    0.002    0.000 _typed_ops.py:293(__eq__)
      463    0.002    0.000    0.002    0.000 queue.py:209(_qsize)
        6    0.000    0.000    0.002    0.000 utils.py:38(module_available)
     2217    0.001    0.000    0.002    0.000 copy.py:61(copy)
        6    0.000    0.000    0.002    0.000 util.py:70(find_spec)
        5    0.000    0.000    0.002    0.000 dataarray.py:4666(_binary_op)
      158    0.000    0.000    0.002    0.000 pydevd.py:1721(notify_thread_created)
       25    0.000    0.000    0.002    0.000 indexes.py:710(isel)
       26    0.000    0.000    0.002    0.000 datetimes.py:329(_from_sequence_not_strict)
       21    0.001    0.000    0.002    0.000 pdcompat.py:98(nanosecond_precision_timestamp)
      451    0.000    0.000    0.002    0.000 pycompat.py:81(array_type)
      153    0.001    0.000    0.002    0.000 variable.py:2928(calculate_dimensions)
       83    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
       21    0.002    0.000    0.002    0.000 {built-in method nt._path_exists}
      752    0.001    0.000    0.002    0.000 numerictypes.py:357(issubdtype)
      487    0.000    0.000    0.002    0.000 indexing.py:643(_wrap_numpy_scalars)
      307    0.001    0.000    0.002    0.000 ntpath.py:107(join)
       10    0.000    0.000    0.002    0.000 dataarray.py:1841(_reindex_callback)
       23    0.000    0.000    0.002    0.000 datetimes.py:325(_from_sequence)
       39    0.002    0.000    0.002    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      290    0.000    0.000    0.002    0.000 __init__.py:103(<genexpr>)
       18    0.000    0.000    0.002    0.000 {built-in method _operator.add}
      172    0.001    0.000    0.002    0.000 base.py:1697(_validate_names)
       15    0.000    0.000    0.002    0.000 coordinates.py:932(assert_coordinate_consistent)
       40    0.000    0.000    0.002    0.000 frame.py:6957(<genexpr>)
       50    0.000    0.000    0.002    0.000 cloudpickle.py:1243(dump)
      375    0.001    0.000    0.002    0.000 indexing.py:505(__init__)
       18    0.000    0.000    0.002    0.000 datetimelike.py:1362(__add__)
       14    0.000    0.000    0.002    0.000 variable.py:2731(equals)
      461    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
      451    0.000    0.000    0.002    0.000 pycompat.py:72(_get_cached_duck_array_module)
      157    0.000    0.000    0.002    0.000 common.py:2097(_contains_datetime_like_objects)
       50    0.000    0.000    0.002    0.000 {function Pickler.dump at 0x000001D9810A16C0}
      293    0.001    0.000    0.002    0.000 indexes.py:1813(filter_indexes_from_coords)
       11    0.000    0.000    0.002    0.000 generic.py:6662(copy)
        1    0.000    0.000    0.002    0.002 process.py:1(<module>)
       36    0.000    0.000    0.002    0.000 frame.py:4626(_get_item_cache)
       50    0.000    0.000    0.002    0.000 index_tricks.py:663(__init__)
       18    0.001    0.000    0.002    0.000 datetimelike.py:1082(_add_datetimelike_scalar)
        5    0.000    0.000    0.002    0.000 numeric.py:738(convolve)
        1    0.000    0.000    0.002    0.002 cyaml.py:1(<module>)
    10598    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.002    0.001 pycompat.py:34(__init__)
      502    0.001    0.000    0.002    0.000 numeric.py:1855(isscalar)
       61    0.001    0.000    0.002    0.000 alignment.py:180(_normalize_indexes)
      140    0.000    0.000    0.002    0.000 indexes.py:1580(group_by_index)
        1    0.000    0.000    0.002    0.002 hashing.py:1(<module>)
        1    0.001    0.001    0.002    0.002 nodes.py:1(<module>)
      324    0.001    0.000    0.002    0.000 base.py:649(_simple_new)
     10/5    0.000    0.000    0.002    0.000 nputils.py:110(array_eq)
        5    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.correlate}
      355    0.001    0.000    0.001    0.000 indexing.py:1335(__getitem__)
       16    0.000    0.000    0.001    0.000 __init__.py:794(<genexpr>)
     1266    0.001    0.000    0.001    0.000 ntpath.py:179(splitroot)
       10    0.000    0.000    0.001    0.000 variable.py:2743(_data_equals)
      183    0.001    0.000    0.001    0.000 pathlib.py:387(_parse_path)
      892    0.001    0.000    0.001    0.000 contextlib.py:287(helper)
       40    0.000    0.000    0.001    0.000 frame.py:1496(items)
        3    0.001    0.000    0.001    0.000 file_manager.py:226(close)
      148    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:632(cached)
       14    0.000    0.000    0.001    0.000 __init__.py:692(search)
       73    0.000    0.000    0.001    0.000 scanner.py:668(fetch_plain)
       36    0.000    0.000    0.001    0.000 timedeltas.py:998(sequence_to_td64ns)
      503    0.001    0.000    0.001    0.000 inspect.py:2729(__init__)
        6    0.000    0.000    0.001    0.000 managers.py:2190(_form_blocks)
      132    0.000    0.000    0.001    0.000 variable.py:420(data)
        2    0.000    0.000    0.001    0.001 __init__.py:289(select)
      161    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 locks.py:177(get_write_lock)
      2/1    0.000    0.000    0.001    0.001 take.py:59(take_nd)
       81    0.000    0.000    0.001    0.000 pydevd_utils.py:139(get_non_pydevd_threads)
        1    0.000    0.000    0.001    0.001 common.py:664(get_handle)
       75    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:610(_get_cached)
      178    0.000    0.000    0.001    0.000 generic.py:6301(__setattr__)
       33    0.000    0.000    0.001    0.000 alignment.py:242(find_matching_indexes)
       18    0.000    0.000    0.001    0.000 timedeltas.py:149(__new__)
     1677    0.001    0.000    0.001    0.000 generic.py:42(_instancecheck)
        2    0.001    0.001    0.001    0.001 __init__.py:294(<genexpr>)
       33    0.000    0.000    0.001    0.000 alignment.py:383(align_indexes)
      671    0.000    0.000    0.001    0.000 variable.py:219(_possibly_convert_datetime_or_timedelta_index)
        1    0.000    0.000    0.001    0.001 constructor.py:171(SafeConstructor)
       39    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
       20    0.000    0.000    0.001    0.000 merge.py:385(merge_coordinates_without_align)
       10    0.000    0.000    0.001    0.000 std.py:1286(fp_write)
        1    0.000    0.000    0.001    0.001 _mixins.py:157(take)
       12    0.000    0.000    0.001    0.000 managers.py:557(copy)
       97    0.001    0.000    0.001    0.000 base.py:5373(__getitem__)
      323    0.001    0.000    0.001    0.000 indexes.py:1422(__init__)
       21    0.000    0.000    0.001    0.000 managers.py:1863(from_array)
        1    0.000    0.000    0.001    0.001 series.py:5136(reindex)
       36    0.000    0.000    0.001    0.000 frame.py:3983(_ixs)
        1    0.000    0.000    0.001    0.001 generic.py:5343(reindex)
      312    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:162(__enter__)
       61    0.000    0.000    0.001    0.000 indexing.py:276(_index_indexer_1d)
      126    0.001    0.000    0.001    0.000 scanner.py:752(scan_to_next_token)
        1    0.000    0.000    0.001    0.001 pydevd_net_command_factory_json.py:139(make_thread_created_message)
       50    0.001    0.000    0.001    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       92    0.000    0.000    0.001    0.000 parser.py:273(parse_node)
        1    0.000    0.000    0.001    0.001 base.py:3820(get_indexer)
2766/2719    0.001    0.000    0.001    0.000 common.py:308(__setattr__)
        5    0.000    0.000    0.001    0.000 sorting.py:122(get_group_index)
      445    0.001    0.000    0.001    0.000 lru_cache.py:53(__getitem__)
        1    0.000    0.000    0.001    0.001 algorithms.py:1131(take)
      313    0.001    0.000    0.001    0.000 dataarray.py:401(__init__)
      892    0.001    0.000    0.001    0.000 contextlib.py:141(__exit__)
       74    0.001    0.000    0.001    0.000 stride_tricks.py:38(as_strided)
        3    0.000    0.000    0.001    0.000 __init__.py:274(load)
      132    0.000    0.000    0.001    0.000 dataset.py:1053(_construct_direct)
       29    0.000    0.000    0.001    0.000 missing.py:466(array_equivalent)
        5    0.000    0.000    0.001    0.000 common.py:1229(_dataarray_indexer)
       73    0.000    0.000    0.001    0.000 scanner.py:1270(scan_plain)
        2    0.000    0.000    0.001    0.001 base.py:1069(get_scheduler)
   418/85    0.000    0.000    0.001    0.000 abc.py:121(__subclasscheck__)
     1852    0.001    0.000    0.001    0.000 utils.py:32(_find_dim)
       20    0.000    0.000    0.001    0.000 base.py:7218(_construct_result)
        5    0.000    0.000    0.001    0.000 _aggregations.py:1365(any)
        5    0.000    0.000    0.001    0.000 frame.py:4130(_getitem_bool_array)
      316    0.001    0.000    0.001    0.000 threading.py:290(_acquire_restore)
   418/85    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.001    0.001 typing.py:1(<module>)
       46    0.000    0.000    0.001    0.000 version.py:186(__init__)
        5    0.000    0.000    0.001    0.000 dataarray.py:3724(reduce)
      405    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
      179    0.000    0.000    0.001    0.000 dataset.py:1956(xindexes)
       84    0.000    0.000    0.001    0.000 parser.py:270(parse_block_node_or_indentless_sequence)
        5    0.000    0.000    0.001    0.000 base.py:6956(insert)
      100    0.001    0.000    0.001    0.000 shape_base.py:370(<genexpr>)
        5    0.000    0.000    0.001    0.000 _typed_ops.py:607(__eq__)
      313    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1465(_path_importer_cache)
      873    0.001    0.000    0.001    0.000 {built-in method numpy.empty}
       36    0.000    0.000    0.001    0.000 algorithms.py:262(_get_hashtable_algo)
       35    0.000    0.000    0.001    0.000 fromnumeric.py:1881(nonzero)
       17    0.000    0.000    0.001    0.000 managers.py:317(apply)
      737    0.001    0.000    0.001    0.000 indexing.py:321(as_integer_slice)
        5    0.000    0.000    0.001    0.000 variable.py:2262(_binary_op)
1751/1749    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x00007FFB36D413D0}
       79    0.000    0.000    0.001    0.000 merge.py:340(append_all)
      180    0.000    0.000    0.001    0.000 dtypes.py:48(maybe_promote)
        6    0.001    0.000    0.001    0.000 {built-in method nt.scandir}
        6    0.000    0.000    0.001    0.000 fnmatch.py:48(filter)
       90    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
       11    0.000    0.000    0.001    0.000 variables.py:71(__getitem__)
        1    0.000    0.000    0.001    0.001 algorithms.py:307(unique)
       14    0.000    0.000    0.001    0.000 alignment.py:327(_need_reindex)
       55    0.000    0.000    0.001    0.000 variable.py:769(_finalize_indexing_result)
        7    0.000    0.000    0.001    0.000 dataclasses.py:568(_init_fn)
        1    0.000    0.000    0.001    0.001 arraysetops.py:138(unique)
       34    0.000    0.000    0.001    0.000 blocks.py:2645(maybe_coerce_values)
      186    0.001    0.000    0.001    0.000 _collections_abc.py:804(get)
        1    0.001    0.001    0.001    0.001 c_parser_wrapper.py:222(read)
        1    0.000    0.000    0.001    0.001 netCDF4_.py:577(close)
     1504    0.001    0.000    0.001    0.000 numerictypes.py:283(issubclass_)
        5    0.000    0.000    0.001    0.000 variable.py:1570(reduce)
       34    0.000    0.000    0.001    0.000 dataset.py:1131(_replace_with_new_dims)
       10    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1452(_path_hooks)
        2    0.000    0.000    0.001    0.000 generic.py:5598(<genexpr>)
       14    0.000    0.000    0.001    0.000 indexes.py:1737(indexes_all_equal)
        1    0.001    0.001    0.001    0.001 algorithms.py:427(unique_with_mask)
       18    0.000    0.000    0.001    0.000 indexes.py:794(equals)
      355    0.000    0.000    0.001    0.000 indexing.py:1314(_indexing_array_and_key)
       14    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
      358    0.000    0.000    0.001    0.000 missing.py:101(isna)
     1332    0.001    0.000    0.001    0.000 _collections_abc.py:892(__iter__)
      218    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        5    0.000    0.000    0.001    0.000 computation.py:209(build_output_coords_and_indexes)
       30    0.000    0.000    0.001    0.000 variable.py:1298(set_dims)
